"","IncomeProp","Sex","Married","Co.habitate","Divorced","Widowed","AgeProp","NoHigh","SomeHigh","GradHigh","SomeColl","GradColl","Managerial","Sales","Laborer","Cleric","Homemaker","Student","Military","Retired","LivedProp","Not.Married.Dual","DualIncome","Household","Householdu18","Own","Rent","House","Condo","Apartment","MobileHome","American.Indian","Asian","Black","EastIndian","Hispanic","Pacific.Islander","White","English","Spanish"
"2563",22.5,2,1,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2564",45,1,0,0,1,0,59.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2565",17.5,1,0,0,0,1,59.5,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2566",45,2,0,0,0,0,59.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2567",17.5,1,0,0,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2568",35,1,1,0,0,0,59.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2569",22.5,2,0,1,0,0,29.5,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2570",22.5,2,0,0,0,1,49.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2571",35,1,1,0,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2572",27.5,2,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"2573",35,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2574",12.5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2575",27.5,1,1,0,0,0,39.5,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2576",27.5,2,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2577",62.5,2,1,0,0,0,39.5,0,0,0,1,0,0,0,1,0,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2578",62.5,2,0,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"2579",75,2,0,1,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2580",75,1,0,1,0,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2581",62.5,2,1,0,0,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2582",75,1,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2583",75,2,1,0,0,0,49.5,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2584",62.5,2,1,0,0,0,39.5,0,0,0,1,0,0,0,0,1,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2585",62.5,2,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2586",75,2,1,0,0,0,39.5,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2587",62.5,2,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2588",62.5,2,0,0,0,1,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2589",75,2,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2590",62.5,2,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2591",75,1,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2592",75,1,0,0,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2593",75,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2594",62.5,2,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2595",62.5,2,0,1,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"2596",75,1,1,0,0,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2597",75,1,1,0,0,0,49.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2598",75,1,1,0,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2599",62.5,1,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,7,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2600",75,1,1,0,0,0,49.5,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2601",62.5,2,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2602",62.5,1,1,0,0,0,49.5,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2603",45,1,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2604",17.5,2,0,0,0,0,29.5,0,0,0,1,0,0,0,0,1,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"2605",35,2,0,0,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"2606",45,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2607",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2608",45,2,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"2609",45,2,1,0,0,0,29.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"2610",45,1,0,0,0,0,21,0,1,0,0,0,0,0,1,0,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"2611",45,2,0,1,0,0,21,0,0,0,1,0,0,0,0,1,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2612",75,1,1,0,0,0,29.5,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2613",75,1,1,0,0,0,49.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2614",17.5,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"2615",22.5,2,0,0,1,0,49.5,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"2616",35,1,1,0,0,0,29.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2617",27.5,1,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"2618",35,1,0,0,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2619",75,2,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2620",75,2,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2621",22.5,1,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,2.85182176839174,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2622",62.5,2,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2623",45,2,1,0,0,0,29.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2624",27.5,1,1,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,1,8.5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2625",27.5,2,1,0,0,0,59.5,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2626",45,1,1,0,0,0,29.5,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"2627",22.5,1,0,1,0,0,49.5,0,0,0,1,0,0,0,0,0,1,0,0,0,8.5,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"2628",45,1,1,0,0,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2629",35,2,0,0,0,0,29.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2630",62.5,1,0,1,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2631",75,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2632",75,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"2633",75,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"2634",5,2,0,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2635",35,2,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"2636",27.5,2,0,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2637",62.5,1,1,0,0,0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2638",62.5,2,1,0,0,0,39.5,0,0,0,1,0,0,0,0,0,1,0,0,0,8.5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2639",35,2,0,0,0,0,39.5,0,0,0,1,0,0,0,0,1,0,0,0,0,12,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2640",75,1,1,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2641",62.5,2,1,0,0,0,29.5,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2642",45,1,1,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"2643",35,1,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,2.85182176839174,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"2644",45,2,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,6,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2645",75,2,1,0,0,0,59.5,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2646",62.5,2,0,0,1,0,39.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2647",35,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2648",35,2,0,0,1,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2649",75,2,1,0,0,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2650",75,2,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2651",5,2,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2652",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"2653",27.5,2,0,0,1,0,49.5,0,0,0,1,0,0,0,0,1,0,0,0,0,12,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2654",75,2,1,0,0,0,29.5,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2655",62.5,2,0,0,0,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2656",45,2,0,0,1,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2657",22.5,2,1,0,0,0,59.5,0,0,0,1,0,0,0,0,1,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2658",27.5,2,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2659",62.5,2,1,0,0,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2660",27.5,2,1,0,0,0,59.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2661",22.5,2,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2662",17.5,2,0,0,0,0,29.5,0,0,0,0,1,0,0,0,0,0,1,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2663",45,2,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2664",62.5,1,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2665",62.5,1,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2666",62.5,1,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2667",62.5,1,0,0,1,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2668",45,1,0,0,1,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,1,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"2669",45,1,0,0,1,0,29.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"2670",62.5,1,1,0,0,0,49.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2671",75,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2672",62.5,1,1,0,0,0,49.5,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2673",35,1,0,0,0,0,59.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2674",27.5,1,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2675",5,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2676",35,1,1,0,0,0,49.5,0,0,0,0,1,0,0,0,0,0,0,0,1,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"2677",75,1,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"2678",75,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2679",12.5,1,0,0,1,0,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2680",62.5,1,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2681",27.5,1,1,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2682",5,2,0,0,0,0,15.5,1,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"2683",75,2,1,0,0,0,49.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2684",45,2,1,0,0,0,49.5,0,0,0,0,1,0,0,0,1,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2685",62.5,1,1,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2686",62.5,2,1,0,0,0,29.5,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2687",75,2,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,0,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2688",22.5,1,0,1,0,0,29.5,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2689",75,2,1,0,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2690",5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2691",17.5,1,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,12,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"2692",62.5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"2693",75,2,1,0,0,0,39.5,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2694",62.5,2,0,0,0,0,49.5,0,0,0,0,1,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2695",17.5,1,0,0,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2696",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,2.85182176839174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2697",27.5,1,0,0,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2698",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2699",12.5,2,0,0,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2700",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2701",62.5,2,1,0,0,0,70,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2702",45,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2703",62.5,2,1,0,0,0,59.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2704",5,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2705",45,2,0,0,1,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2706",45,1,1,0,0,0,70,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2707",62.5,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2708",62.5,2,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2709",22.5,1,0,0,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"2710",12.5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"2711",27.5,1,0,0,0,1,70,0,0,1,0,0,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2712",35,1,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2713",12.5,2,0,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"2714",22.5,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"2715",45,1,1,0,0,0,59.5,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2716",5,2,0,0,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2717",62.5,1,1,0,0,0,59.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2718",5,2,0,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"2719",17.5,2,0,0,0,1,70,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2720",62.5,2,1,0,0,0,29.5,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
